Year,State,State Code,Votes Cast,Total Votes Cast,Party
2000,NEBRASKA,NE,4114,697019,OTHER
2000,NEBRASKA,NE,2245,697019,LIBERTARIAN
2000,NEBRASKA,NE,478,697019,OTHER
2000,NEVADA,NV,301575,609426,REPUBLICAN
2000,NEVADA,NV,279978,609426,DEMOCRAT
2000,NEVADA,NV,15008,609426,OTHER
2000,NEVADA,NV,4747,609426,OTHER
2000,NEVADA,NV,3315,609426,OTHER
2000,NEVADA,NV,3311,609426,LIBERTARIAN
2000,NEVADA,NV,621,609426,OTHER
2000,NEVADA,NV,415,609426,OTHER
2000,NEVADA,NV,282,609426,OTHER
2000,NEVADA,NV,174,609426,OTHER
2000,NEW HAMPSHIRE,NH,273559,569081,REPUBLICAN
2000,NEW HAMPSHIRE,NH,266348,569081,DEMOCRAT
2000,NEW HAMPSHIRE,NH,22198,569081,OTHER
2000,NEW HAMPSHIRE,NH,2757,569081,LIBERTARIAN
2000,NEW HAMPSHIRE,NH,2615,569081,OTHER
2000,NEW HAMPSHIRE,NH,1276,569081,OTHER
2000,NEW HAMPSHIRE,NH,328,569081,OTHER
2000,NEW JERSEY,NJ,1788850,3187226,DEMOCRAT
2000,NEW JERSEY,NJ,1284173,3187226,REPUBLICAN
2000,NEW JERSEY,NJ,114203,3187226,OTHER
2000,NEW MEXICO,NM,286783,598605,DEMOCRAT
2000,NEW MEXICO,NM,286417,598605,REPUBLICAN
2000,NEW MEXICO,NM,21251,598605,OTHER
2000,NEW MEXICO,NM,2058,598605,LIBERTARIAN
2000,NEW MEXICO,NM,1392,598605,OTHER
2000,NEW MEXICO,NM,361,598605,OTHER
2000,NEW MEXICO,NM,343,598605,OTHER
2000,NEW YORK,NY,3942215,6960215,DEMOCRAT
2000,NEW YORK,NY,2258577,6960215,REPUBLICAN
2000,NEW YORK,NY,244030,6960215,OTHER
2000,NEW YORK,NY,144797,6960215,OTHER
2000,NEW YORK,NY,138216,6960215,OTHER
2000,NEW YORK,NY,88395,6960215,OTHER
2000,NEW YORK,NY,77087,6960215,OTHER
2000,NEW YORK,NY,25175,6960215,OTHER
2000,NEW YORK,NY,24361,6960215,OTHER
2000,NEW YORK,NY,7649,6960215,LIBERTARIAN
2000,NEW YORK,NY,6424,6960215,OTHER
2000,NEW YORK,NY,1789,6960215,OTHER
2000,NEW YORK,NY,1498,6960215,OTHER
2000,NEW YORK,NY,2,6960215,OTHER
2000,NORTH CAROLINA,NC,1631163,2914990,REPUBLICAN
2000,NORTH CAROLINA,NC,1257692,2914990,DEMOCRAT
2000,NORTH CAROLINA,NC,13891,2914990,LIBERTARIAN
2000,NORTH CAROLINA,NC,8874,2914990,OTHER
2000,NORTH CAROLINA,NC,3370,2914990,OTHER
2000,NORTH DAKOTA,ND,174852,288256,REPUBLICAN
2000,NORTH DAKOTA,ND,95284,288256,DEMOCRAT
2000,NORTH DAKOTA,ND,10459,288256,OTHER
2000,NORTH DAKOTA,ND,7288,288256,OTHER
2000,NORTH DAKOTA,ND,373,288256,OTHER
2000,OHIO,OH,2350363,4701998,REPUBLICAN
2000,OHIO,OH,2183628,4701998,DEMOCRAT
2000,OHIO,OH,148353,4701998,OTHER
2000,OHIO,OH,13473,4701998,LIBERTARIAN
2000,OHIO,OH,6181,4701998,OTHER
2000,OKLAHOMA,OK,744337,1234229,REPUBLICAN
2000,OKLAHOMA,OK,474276,1234229,DEMOCRAT
2000,OKLAHOMA,OK,9014,1234229,OTHER
2000,OKLAHOMA,OK,6602,1234229,LIBERTARIAN
2000,OREGON,OR,720342,1533950,DEMOCRAT
2000,OREGON,OR,713577,1533950,REPUBLICAN
2000,OREGON,OR,77357,1533950,OTHER
2000,OREGON,OR,7447,1533950,LIBERTARIAN
2000,OREGON,OR,7063,1533950,OTHER
2000,OREGON,OR,3401,1533950,OTHER
2000,OREGON,OR,2574,1533950,OTHER
2000,OREGON,OR,2189,1533950,OTHER
2000,PENNSYLVANIA,PA,2485967,4912185,DEMOCRAT
2000,PENNSYLVANIA,PA,2281127,4912185,REPUBLICAN
2000,PENNSYLVANIA,PA,103392,4912185,OTHER
2000,PENNSYLVANIA,PA,16023,4912185,OTHER
2000,PENNSYLVANIA,PA,14428,4912185,OTHER
2000,PENNSYLVANIA,PA,11248,4912185,LIBERTARIAN
2000,RHODE ISLAND,RI,249508,409112,DEMOCRAT
2000,RHODE ISLAND,RI,130555,409112,REPUBLICAN
2000,RHODE ISLAND,RI,25052,409112,OTHER
2000,RHODE ISLAND,RI,2273,409112,OTHER
2000,RHODE ISLAND,RI,742,409112,LIBERTARIAN
2000,RHODE ISLAND,RI,329,409112,OTHER
2000,RHODE ISLAND,RI,271,409112,OTHER
2000,RHODE ISLAND,RI,199,409112,OTHER
2000,RHODE ISLAND,RI,97,409112,OTHER
2000,RHODE ISLAND,RI,52,409112,OTHER
2000,RHODE ISLAND,RI,34,409112,OTHER
2000,SOUTH CAROLINA,SC,786892,1383902,REPUBLICAN
2000,SOUTH CAROLINA,SC,566037,1383902,DEMOCRAT
2000,SOUTH CAROLINA,SC,20279,1383902,OTHER
2000,SOUTH CAROLINA,SC,4760,1383902,LIBERTARIAN
2000,SOUTH CAROLINA,SC,3309,1383902,OTHER
2000,SOUTH CAROLINA,SC,1682,1383902,OTHER
2000,SOUTH CAROLINA,SC,943,1383902,OTHER
2000,SOUTH DAKOTA,SD,190700,316269,REPUBLICAN
2000,SOUTH DAKOTA,SD,118804,316269,DEMOCRAT
2000,SOUTH DAKOTA,SD,3322,316269,OTHER
2000,SOUTH DAKOTA,SD,1781,316269,OTHER
2000,SOUTH DAKOTA,SD,1662,316269,LIBERTARIAN
2000,TENNESSEE,TN,1061949,2076181,REPUBLICAN
2000,TENNESSEE,TN,981720,2076181,DEMOCRAT
2000,TENNESSEE,TN,32084,2076181,OTHER
2000,TENNESSEE,TN,428,2076181,OTHER
2000,TEXAS,TX,3799639,6407637,REPUBLICAN
2000,TEXAS,TX,2433746,6407637,DEMOCRAT
2000,TEXAS,TX,137994,6407637,OTHER
2000,TEXAS,TX,23160,6407637,LIBERTARIAN
2000,TEXAS,TX,12394,6407637,OTHER
2000,TEXAS,TX,704,6407637,OTHER
2000,UTAH,UT,515096,770754,REPUBLICAN
2000,UTAH,UT,203053,770754,DEMOCRAT
2000,UTAH,UT,35850,770754,OTHER
2000,UTAH,UT,9319,770754,OTHER
2000,UTAH,UT,3616,770754,LIBERTARIAN
2000,UTAH,UT,2709,770754,OTHER
2000,UTAH,UT,763,770754,OTHER
2000,UTAH,UT,186,770754,OTHER
2000,UTAH,UT,161,770754,OTHER
2000,UTAH,UT,1,770754,OTHER
2000,VERMONT,VT,149022,294308,DEMOCRAT
2000,VERMONT,VT,119775,294308,REPUBLICAN
2000,VERMONT,VT,20374,294308,OTHER
2000,VERMONT,VT,2192,294308,OTHER
2000,VERMONT,VT,1044,294308,OTHER
2000,VERMONT,VT,784,294308,LIBERTARIAN
2000,VERMONT,VT,514,294308,OTHER
2000,VERMONT,VT,219,294308,OTHER
2000,VERMONT,VT,161,294308,OTHER
2000,VERMONT,VT,153,294308,OTHER
2000,VERMONT,VT,70,294308,OTHER
2000,VIRGINIA,VA,1437490,2739447,REPUBLICAN
2000,VIRGINIA,VA,1217290,2739447,DEMOCRAT
2000,VIRGINIA,VA,59398,2739447,OTHER
2000,VIRGINIA,VA,15198,2739447,LIBERTARIAN
2000,VIRGINIA,VA,5455,2739447,OTHER
2000,VIRGINIA,VA,2807,2739447,OTHER
2000,VIRGINIA,VA,1809,2739447,OTHER
2000,WASHINGTON,WA,1247652,2487433,DEMOCRAT
2000,WASHINGTON,WA,1108864,2487433,REPUBLICAN
2000,WASHINGTON,WA,103002,2487433,OTHER
2000,WASHINGTON,WA,13135,2487433,LIBERTARIAN
2000,WASHINGTON,WA,7171,2487433,OTHER
2000,WASHINGTON,WA,2927,2487433,OTHER
2000,WASHINGTON,WA,1989,2487433,OTHER
2000,WASHINGTON,WA,1729,2487433,OTHER
2000,WASHINGTON,WA,660,2487433,OTHER
2000,WASHINGTON,WA,304,2487433,OTHER
2000,WEST VIRGINIA,WV,336475,648124,REPUBLICAN
2000,WEST VIRGINIA,WV,295497,648124,DEMOCRAT
2000,WEST VIRGINIA,WV,10680,648124,OTHER
2000,WEST VIRGINIA,WV,3169,648124,OTHER
2000,WEST VIRGINIA,WV,1912,648124,LIBERTARIAN
2000,WEST VIRGINIA,WV,367,648124,OTHER
2000,WEST VIRGINIA,WV,24,648124,OTHER
2000,WISCONSIN,WI,1242987,2598607,DEMOCRAT
2000,WISCONSIN,WI,1237279,2598607,REPUBLICAN
2000,WISCONSIN,WI,94070,2598607,OTHER
2000,WISCONSIN,WI,13693,2598607,OTHER
2000,WISCONSIN,WI,6640,2598607,LIBERTARIAN
2000,WISCONSIN,WI,2042,2598607,OTHER
2000,WISCONSIN,WI,1896,2598607,OTHER
2000,WYOMING,WY,147947,213726,REPUBLICAN
2000,WYOMING,WY,60481,213726,DEMOCRAT
2000,WYOMING,WY,2724,213726,OTHER
2000,WYOMING,WY,1443,213726,LIBERTARIAN
2000,WYOMING,WY,720,213726,OTHER
2000,WYOMING,WY,411,213726,OTHER
2004,ALABAMA,AL,1176394,1883415,REPUBLICAN
2004,ALABAMA,AL,693933,1883415,DEMOCRAT
2004,ALABAMA,AL,12190,1883415,OTHER
2004,ALABAMA,AL,898,1883415,OTHER
2004,ALASKA,AK,190889,312598,REPUBLICAN
2004,ALASKA,AK,111025,312598,DEMOCRAT
2004,ALASKA,AK,5069,312598,OTHER
2004,ALASKA,AK,2092,312598,OTHER
2004,ALASKA,AK,1675,312598,LIBERTARIAN
2004,ALASKA,AK,1058,312598,OTHER
2004,ALASKA,AK,790,312598,OTHER
2004,ARIZONA,AZ,1104294,2012585,REPUBLICAN
2004,ARIZONA,AZ,893524,2012585,DEMOCRAT
2004,ARIZONA,AZ,11856,2012585,LIBERTARIAN
2004,ARIZONA,AZ,2911,2012585,OTHER
2004,ARKANSAS,AR,572898,1054945,REPUBLICAN
2004,ARKANSAS,AR,469953,1054945,DEMOCRAT
2004,ARKANSAS,AR,6171,1054945,OTHER
2004,ARKANSAS,AR,2352,1054945,LIBERTARIAN
2004,ARKANSAS,AR,2083,1054945,OTHER
2004,ARKANSAS,AR,1488,1054945,OTHER
2004,CALIFORNIA,CA,6745485,12421353,DEMOCRAT
2004,CALIFORNIA,CA,5509826,12421353,REPUBLICAN
2004,CALIFORNIA,CA,50165,12421353,LIBERTARIAN
2004,CALIFORNIA,CA,40771,12421353,OTHER
2004,CALIFORNIA,CA,27607,12421353,OTHER
2004,CALIFORNIA,CA,26645,12421353,OTHER
2004,CALIFORNIA,CA,20854,12421353,OTHER
2004,COLORADO,CO,1101255,2129630,REPUBLICAN
2004,COLORADO,CO,1001732,2129630,DEMOCRAT
2004,COLORADO,CO,12718,2129630,OTHER
2004,COLORADO,CO,7664,2129630,LIBERTARIAN
2004,COLORADO,CO,2562,2129630,OTHER
2004,COLORADO,CO,1591,2129630,OTHER
2004,COLORADO,CO,804,2129630,OTHER
2004,COLORADO,CO,378,2129630,OTHER
2004,COLORADO,CO,329,2129630,OTHER
2004,COLORADO,CO,241,2129630,OTHER
2004,COLORADO,CO,216,2129630,OTHER
2004,COLORADO,CO,140,2129630,OTHER
2004,CONNECTICUT,CT,857488,1578769,DEMOCRAT
2004,CONNECTICUT,CT,693826,1578769,REPUBLICAN
2004,CONNECTICUT,CT,12969,1578769,OTHER
2004,CONNECTICUT,CT,9564,1578769,OTHER
2004,CONNECTICUT,CT,3367,1578769,LIBERTARIAN
2004,CONNECTICUT,CT,1543,1578769,OTHER
2004,CONNECTICUT,CT,12,1578769,OTHER
2004,DELAWARE,DE,200152,375190,DEMOCRAT
2004,DELAWARE,DE,171660,375190,REPUBLICAN
2004,DELAWARE,DE,2153,375190,OTHER
2004,DELAWARE,DE,586,375190,LIBERTARIAN
2004,DELAWARE,DE,289,375190,OTHER
2004,DELAWARE,DE,250,375190,OTHER
2004,DELAWARE,DE,100,375190,OTHER
2004,DISTRICT OF COLUMBIA,DC,202970,227586,DEMOCRAT
2004,DISTRICT OF COLUMBIA,DC,21256,227586,REPUBLICAN
2004,DISTRICT OF COLUMBIA,DC,1485,227586,OTHER
2004,DISTRICT OF COLUMBIA,DC,737,227586,OTHER
2004,DISTRICT OF COLUMBIA,DC,506,227586,OTHER
2004,DISTRICT OF COLUMBIA,DC,502,227586,LIBERTARIAN
2004,DISTRICT OF COLUMBIA,DC,130,227586,OTHER
2004,FLORIDA,FL,3964522,7609810,REPUBLICAN
2004,FLORIDA,FL,3583544,7609810,DEMOCRAT
2004,FLORIDA,FL,32971,7609810,OTHER
2004,FLORIDA,FL,11996,7609810,LIBERTARIAN
2004,FLORIDA,FL,6626,7609810,OTHER
2004,FLORIDA,FL,3917,7609810,OTHER
2004,FLORIDA,FL,3502,7609810,OTHER
2004,FLORIDA,FL,2732,7609810,OTHER
2004,GEORGIA,GA,1914254,3301875,REPUBLICAN
2004,GEORGIA,GA,1366149,3301875,DEMOCRAT
2004,GEORGIA,GA,18387,3301875,LIBERTARIAN
2004,GEORGIA,GA,3085,3301875,OTHER
2004,HAWAII,HI,231708,429013,DEMOCRAT
2004,HAWAII,HI,194191,429013,REPUBLICAN
2004,HAWAII,HI,1737,429013,OTHER
2004,HAWAII,HI,1377,429013,LIBERTARIAN
2004,IDAHO,ID,409235,598376,REPUBLICAN
2004,IDAHO,ID,181098,598376,DEMOCRAT
2004,IDAHO,ID,3844,598376,LIBERTARIAN
2004,IDAHO,ID,3084,598376,OTHER
2004,IDAHO,ID,1115,598376,OTHER
2004,ILLINOIS,IL,2891550,5274322,DEMOCRAT
2004,ILLINOIS,IL,2345946,5274322,REPUBLICAN
2004,ILLINOIS,IL,32442,5274322,LIBERTARIAN
2004,ILLINOIS,IL,4384,5274322,OTHER
2004,INDIANA,IN,1479438,2468002,REPUBLICAN
2004,INDIANA,IN,969011,2468002,DEMOCRAT
2004,INDIANA,IN,18058,2468002,LIBERTARIAN
2004,INDIANA,IN,1495,2468002,OTHER
2004,IOWA,IA,751957,1506908,REPUBLICAN
2004,IOWA,IA,741898,1506908,DEMOCRAT
2004,IOWA,IA,6149,1506908,OTHER
2004,IOWA,IA,2992,1506908,LIBERTARIAN
2004,IOWA,IA,1304,1506908,OTHER
2004,IOWA,IA,1141,1506908,OTHER
2004,IOWA,IA,1094,1506908,OTHER
2004,IOWA,IA,373,1506908,OTHER
2004,KANSAS,KS,736456,1187756,REPUBLICAN
2004,KANSAS,KS,434993,1187756,DEMOCRAT
2004,KANSAS,KS,9348,1187756,OTHER
2004,KANSAS,KS,4013,1187756,LIBERTARIAN
2004,KANSAS,KS,2899,1187756,OTHER
2004,KANSAS,KS,47,1187756,OTHER
2004,KENTUCKY,KY,1069439,1795882,REPUBLICAN
2004,KENTUCKY,KY,712733,1795882,DEMOCRAT
2004,KENTUCKY,KY,8856,1795882,OTHER
2004,KENTUCKY,KY,2619,1795882,LIBERTARIAN
2004,KENTUCKY,KY,2213,1795882,OTHER
2004,KENTUCKY,KY,22,1795882,OTHER
2004,LOUISIANA,LA,1102169,1943106,REPUBLICAN
2004,LOUISIANA,LA,820299,1943106,DEMOCRAT
2004,LOUISIANA,LA,7032,1943106,OTHER
2004,LOUISIANA,LA,5203,1943106,OTHER
2004,LOUISIANA,LA,2781,1943106,LIBERTARIAN
2004,LOUISIANA,LA,1795,1943106,OTHER
2004,LOUISIANA,LA,1566,1943106,OTHER
2004,LOUISIANA,LA,1276,1943106,OTHER
2004,LOUISIANA,LA,985,1943106,OTHER
2004,MAINE,ME,396842,740752,DEMOCRAT
2004,MAINE,ME,330201,740752,REPUBLICAN
2004,MAINE,ME,8069,740752,OTHER
2004,MAINE,ME,2936,740752,OTHER
2004,MAINE,ME,1965,740752,LIBERTARIAN
2004,MAINE,ME,735,740752,OTHER
2004,MAINE,ME,4,740752,OTHER
2004,MARYLAND,MD,1334493,2384238,DEMOCRAT
2004,MARYLAND,MD,1024703,2384238,REPUBLICAN
2004,MARYLAND,MD,11854,2384238,OTHER
2004,MARYLAND,MD,6094,2384238,LIBERTARIAN
2004,MARYLAND,MD,3632,2384238,OTHER
2004,MARYLAND,MD,3421,2384238,OTHER
2004,MARYLAND,MD,34,2384238,OTHER
2004,MARYLAND,MD,7,2384238,DEMOCRAT
2004,MASSACHUSETTS,MA,1803800,2927455,DEMOCRAT
2004,MASSACHUSETTS,MA,1071109,2927455,REPUBLICAN
2004,MASSACHUSETTS,MA,15067,2927455,OTHER
2004,MASSACHUSETTS,MA,15022,2927455,LIBERTARIAN
2004,MASSACHUSETTS,MA,10623,2927455,OTHER
2004,MASSACHUSETTS,MA,7028,2927455,OTHER
2004,MASSACHUSETTS,MA,4806,2927455,OTHER
2004,MICHIGAN,MI,2479183,4839252,DEMOCRAT
2004,MICHIGAN,MI,2313746,4839252,REPUBLICAN
2004,MICHIGAN,MI,24035,4839252,OTHER
2004,MICHIGAN,MI,10552,4839252,LIBERTARIAN
2004,MICHIGAN,MI,5325,4839252,OTHER
2004,MICHIGAN,MI,4980,4839252,OTHER
2004,MICHIGAN,MI,1431,4839252,OTHER
2004,MINNESOTA,MN,1445014,2828387,DEMOCRAT
2004,MINNESOTA,MN,1346695,2828387,REPUBLICAN
2004,MINNESOTA,MN,18683,2828387,OTHER
2004,MINNESOTA,MN,4639,2828387,LIBERTARIAN
2004,MINNESOTA,MN,4408,2828387,OTHER
2004,MINNESOTA,MN,3074,2828387,OTHER
2004,MINNESOTA,MN,2532,2828387,OTHER
2004,MINNESOTA,MN,2387,2828387,OTHER
2004,MINNESOTA,MN,539,2828387,OTHER
2004,MINNESOTA,MN,416,2828387,OTHER
2004,MISSISSIPPI,MS,672660,1139824,REPUBLICAN
2004,MISSISSIPPI,MS,457766,1139824,DEMOCRAT
2004,MISSISSIPPI,MS,3175,1139824,OTHER
2004,MISSISSIPPI,MS,1793,1139824,LIBERTARIAN
2004,MISSISSIPPI,MS,1758,1139824,OTHER
2004,MISSISSIPPI,MS,1599,1139824,OTHER
2004,MISSISSIPPI,MS,1073,1139824,OTHER
2004,MISSOURI,MO,1455713,2731364,REPUBLICAN
2004,MISSOURI,MO,1259171,2731364,DEMOCRAT
2004,MISSOURI,MO,9831,2731364,LIBERTARIAN
2004,MISSOURI,MO,5355,2731364,OTHER
2004,MISSOURI,MO,1294,2731364,OTHER
2004,MONTANA,MT,266063,450434,REPUBLICAN
2004,MONTANA,MT,173710,450434,DEMOCRAT
2004,MONTANA,MT,6168,450434,OTHER
2004,MONTANA,MT,1764,450434,OTHER
2004,MONTANA,MT,1733,450434,LIBERTARIAN
2004,MONTANA,MT,996,450434,OTHER
2004,NEBRASKA,NE,512814,778186,REPUBLICAN
2004,NEBRASKA,NE,254328,778186,DEMOCRAT
2004,NEBRASKA,NE,5780,778186,OTHER
2004,NEBRASKA,NE,2041,778186,LIBERTARIAN
2004,NEBRASKA,NE,1314,778186,OTHER
2004,NEBRASKA,NE,978,778186,OTHER
2004,NEBRASKA,NE,931,778186,OTHER
2004,NEVADA,NV,418690,829587,REPUBLICAN
2004,NEVADA,NV,397190,829587,DEMOCRAT
2004,NEVADA,NV,4838,829587,OTHER
2004,NEVADA,NV,3688,829587,OTHER
2004,NEVADA,NV,3176,829587,LIBERTARIAN
2004,NEVADA,NV,1152,829587,OTHER
2004,NEVADA,NV,853,829587,OTHER
2004,NEW HAMPSHIRE,NH,340511,678287,DEMOCRAT
2004,NEW HAMPSHIRE,NH,331237,678287,REPUBLICAN
2004,NEW HAMPSHIRE,NH,4479,678287,OTHER
2004,NEW HAMPSHIRE,NH,1095,678287,OTHER
2004,NEW HAMPSHIRE,NH,965,678287,OTHER
2004,NEW JERSEY,NJ,1911430,3611691,DEMOCRAT
2004,NEW JERSEY,NJ,1670003,3611691,REPUBLICAN
2004,NEW JERSEY,NJ,30258,3611691,OTHER
2004,NEW MEXICO,NM,376930,756304,REPUBLICAN
2004,NEW MEXICO,NM,370942,756304,DEMOCRAT
2004,NEW MEXICO,NM,4053,756304,OTHER
2004,NEW MEXICO,NM,2382,756304,LIBERTARIAN
2004,NEW MEXICO,NM,1226,756304,OTHER
2004,NEW MEXICO,NM,771,756304,OTHER
2004,NEW YORK,NY,4180755,7448266,DEMOCRAT
2004,NEW YORK,NY,2806993,7448266,REPUBLICAN
2004,NEW YORK,NY,155574,7448266,OTHER
2004,NEW YORK,NY,133525,7448266,OTHER
2004,NEW YORK,NY,84247,7448266,OTHER
2004,NEW YORK,NY,57230,7448266,OTHER
2004,NEW YORK,NY,15626,7448266,OTHER
2004,NEW YORK,NY,11607,7448266,LIBERTARIAN
2004,NEW YORK,NY,2405,7448266,OTHER
2004,NEW YORK,NY,304,7448266,OTHER
2004,NORTH CAROLINA,NC,1961166,3501007,REPUBLICAN
2004,NORTH CAROLINA,NC,1525849,3501007,DEMOCRAT
2004,NORTH CAROLINA,NC,11731,3501007,LIBERTARIAN
2004,NORTH CAROLINA,NC,2261,3501007,OTHER
2004,NORTH DAKOTA,ND,196651,312833,REPUBLICAN
2004,NORTH DAKOTA,ND,111052,312833,DEMOCRAT
2004,NORTH DAKOTA,ND,3756,312833,OTHER
2004,NORTH DAKOTA,ND,851,312833,LIBERTARIAN
2004,NORTH DAKOTA,ND,514,312833,OTHER
2004,NORTH DAKOTA,ND,9,312833,OTHER
2004,OHIO,OH,2859764,5627903,REPUBLICAN
2004,OHIO,OH,2741165,5627903,DEMOCRAT
2004,OHIO,OH,26616,5627903,OTHER
2004,OHIO,OH,358,5627903,OTHER
2004,OKLAHOMA,OK,959792,1463758,REPUBLICAN
2004,OKLAHOMA,OK,503966,1463758,DEMOCRAT
2004,OREGON,OR,943163,1836782,DEMOCRAT
2004,OREGON,OR,866831,1836782,REPUBLICAN
2004,OREGON,OR,8956,1836782,OTHER
2004,OREGON,OR,7260,1836782,LIBERTARIAN
2004,OREGON,OR,5315,1836782,OTHER
2004,OREGON,OR,5257,1836782,OTHER
2004,PENNSYLVANIA,PA,2938095,5769590,DEMOCRAT
2004,PENNSYLVANIA,PA,2793847,5769590,REPUBLICAN
2004,PENNSYLVANIA,PA,21185,5769590,LIBERTARIAN
2004,PENNSYLVANIA,PA,6319,5769590,OTHER
2004,PENNSYLVANIA,PA,6318,5769590,OTHER
2004,PENNSYLVANIA,PA,2656,5769590,OTHER
2004,PENNSYLVANIA,PA,1170,5769590,OTHER
2004,RHODE ISLAND,RI,259760,437134,DEMOCRAT
2004,RHODE ISLAND,RI,169046,437134,REPUBLICAN
2004,RHODE ISLAND,RI,4651,437134,OTHER
2004,RHODE ISLAND,RI,1333,437134,OTHER
2004,RHODE ISLAND,RI,907,437134,LIBERTARIAN
2004,RHODE ISLAND,RI,845,437134,OTHER
2004,RHODE ISLAND,RI,339,437134,OTHER
2004,RHODE ISLAND,RI,253,437134,OTHER
2004,SOUTH CAROLINA,SC,937974,1617700,REPUBLICAN
2004,SOUTH CAROLINA,SC,661669,1617700,DEMOCRAT
2004,SOUTH CAROLINA,SC,5520,1617700,OTHER
2004,SOUTH CAROLINA,SC,5317,1617700,OTHER
2004,SOUTH CAROLINA,SC,3608,1617700,LIBERTARIAN
2004,SOUTH CAROLINA,SC,2124,1617700,OTHER
2004,SOUTH CAROLINA,SC,1488,1617700,OTHER
2004,SOUTH DAKOTA,SD,232584,388215,REPUBLICAN
2004,SOUTH DAKOTA,SD,149244,388215,DEMOCRAT
2004,SOUTH DAKOTA,SD,4320,388215,OTHER
2004,SOUTH DAKOTA,SD,1103,388215,OTHER
2004,SOUTH DAKOTA,SD,964,388215,LIBERTARIAN
2004,TENNESSEE,TN,1384375,2437319,REPUBLICAN
2004,TENNESSEE,TN,1036477,2437319,DEMOCRAT
2004,TENNESSEE,TN,16428,2437319,OTHER
2004,TENNESSEE,TN,39,2437319,OTHER
2004,TEXAS,TX,4526917,7410749,REPUBLICAN
2004,TEXAS,TX,2832704,7410749,DEMOCRAT
2004,TEXAS,TX,38787,7410749,LIBERTARIAN
2004,TEXAS,TX,12341,7410749,OTHER
2004,UTAH,UT,663742,927844,REPUBLICAN
2004,UTAH,UT,241199,927844,DEMOCRAT
2004,UTAH,UT,11305,927844,OTHER
2004,UTAH,UT,6841,927844,OTHER
2004,UTAH,UT,3375,927844,LIBERTARIAN
2004,UTAH,UT,946,927844,OTHER
2004,UTAH,UT,393,927844,OTHER
2004,UTAH,UT,43,927844,OTHER
2004,VERMONT,VT,184067,312309,DEMOCRAT
2004,VERMONT,VT,121180,312309,REPUBLICAN
2004,VERMONT,VT,4494,312309,OTHER
2004,VERMONT,VT,1102,312309,LIBERTARIAN
2004,VERMONT,VT,957,312309,OTHER
2004,VERMONT,VT,265,312309,OTHER
2004,VERMONT,VT,244,312309,OTHER
2004,VIRGINIA,VA,1716959,3195415,REPUBLICAN
2004,VIRGINIA,VA,1454742,3195415,DEMOCRAT
2004,VIRGINIA,VA,11032,3195415,LIBERTARIAN
2004,VIRGINIA,VA,10161,3195415,OTHER
2004,VIRGINIA,VA,2521,3195415,OTHER
2004,WASHINGTON,WA,1510201,2859084,DEMOCRAT
2004,WASHINGTON,WA,1304894,2859084,REPUBLICAN
2004,WASHINGTON,WA,23283,2859084,OTHER
2004,WASHINGTON,WA,11955,2859084,LIBERTARIAN
2004,WASHINGTON,WA,3922,2859084,OTHER
2004,WASHINGTON,WA,2974,2859084,OTHER
2004,WASHINGTON,WA,1077,2859084,OTHER
2004,WASHINGTON,WA,547,2859084,OTHER
2004,WASHINGTON,WA,231,2859084,OTHER
2004,WEST VIRGINIA,WV,423778,755792,REPUBLICAN
2004,WEST VIRGINIA,WV,326541,755792,DEMOCRAT
2004,WEST VIRGINIA,WV,4063,755792,OTHER
2004,WEST VIRGINIA,WV,1405,755792,LIBERTARIAN
2004,WEST VIRGINIA,WV,5,755792,OTHER
2004,WISCONSIN,WI,1489504,2997007,DEMOCRAT
2004,WISCONSIN,WI,1478120,2997007,REPUBLICAN
2004,WISCONSIN,WI,17272,2997007,OTHER
2004,WISCONSIN,WI,6464,2997007,LIBERTARIAN
2004,WISCONSIN,WI,2986,2997007,OTHER
2004,WISCONSIN,WI,2661,2997007,OTHER
2004,WYOMING,WY,167629,243861,REPUBLICAN
2004,WYOMING,WY,70776,243861,DEMOCRAT
2004,WYOMING,WY,3372,243861,OTHER
2004,WYOMING,WY,1171,243861,LIBERTARIAN
2004,WYOMING,WY,480,243861,OTHER
2004,WYOMING,WY,433,243861,OTHER
2008,ALABAMA,AL,1266546,2099819,REPUBLICAN
2008,ALABAMA,AL,813479,2099819,DEMOCRAT
2008,ALABAMA,AL,16089,2099819,OTHER
2008,ALABAMA,AL,3705,2099819,OTHER
2008,ALASKA,AK,193841,326197,REPUBLICAN
2008,ALASKA,AK,123594,326197,DEMOCRAT
2008,ALASKA,AK,3783,326197,OTHER
2008,ALASKA,AK,1730,326197,OTHER
2008,ALASKA,AK,1660,326197,OTHER
2008,ALASKA,AK,1589,326197,LIBERTARIAN
2008,ARIZONA,AZ,1230111,2293475,REPUBLICAN
2008,ARIZONA,AZ,1034707,2293475,DEMOCRAT
2008,ARIZONA,AZ,12555,2293475,LIBERTARIAN
2008,ARIZONA,AZ,11301,2293475,OTHER
2008,ARIZONA,AZ,3406,2293475,OTHER
2008,ARIZONA,AZ,1395,2293475,OTHER
2008,ARKANSAS,AR,638017,1086617,REPUBLICAN
2008,ARKANSAS,AR,422310,1086617,DEMOCRAT
2008,ARKANSAS,AR,12882,1086617,OTHER
2008,ARKANSAS,AR,4776,1086617,LIBERTARIAN
2008,ARKANSAS,AR,4023,1086617,OTHER
2008,ARKANSAS,AR,3470,1086617,OTHER
