,date,state,handgun,long_gun,multiple
537,2009-12-01,Iowa,42.0,5570.0,1
538,2009-12-01,Nevada,4493.0,4516.0,293
539,2009-12-01,Ohio,17880.0,20595.0,600
540,2009-11-01,Florida,25427.0,17590.0,1141
541,2009-11-01,Iowa,27.0,5416.0,4
542,2009-11-01,Nevada,3411.0,3284.0,253
543,2009-11-01,Ohio,15223.0,20759.0,603
544,2009-10-01,Florida,25740.0,15529.0,1371
545,2009-10-01,Iowa,33.0,4700.0,4
546,2009-10-01,Nevada,3708.0,3096.0,250
547,2009-10-01,Ohio,15130.0,15489.0,668
548,2009-09-01,Florida,23346.0,13521.0,1092
549,2009-09-01,Iowa,29.0,3416.0,2
550,2009-09-01,Nevada,2868.0,2614.0,222
551,2009-09-01,Ohio,12947.0,12103.0,587
552,2009-08-01,Florida,24043.0,13398.0,1167
553,2009-08-01,Iowa,32.0,2608.0,6
554,2009-08-01,Nevada,3342.0,2822.0,232
555,2009-08-01,Ohio,12895.0,11300.0,526
556,2009-07-01,Florida,23694.0,12349.0,1212
557,2009-07-01,Iowa,29.0,1747.0,6
558,2009-07-01,Nevada,3038.0,2282.0,196
559,2009-07-01,Ohio,12794.0,10179.0,492
560,2009-06-01,Florida,23275.0,12448.0,1177
561,2009-06-01,Iowa,38.0,1771.0,10
562,2009-06-01,Nevada,3372.0,2687.0,245
563,2009-06-01,Ohio,12529.0,10182.0,864
564,2009-05-01,Florida,24856.0,13363.0,1195
565,2009-05-01,Iowa,32.0,1948.0,10
566,2009-05-01,Nevada,3797.0,2834.0,268
567,2009-05-01,Ohio,14248.0,10629.0,917
568,2009-04-01,Florida,29375.0,16392.0,1430
569,2009-04-01,Iowa,43.0,3095.0,29
570,2009-04-01,Nevada,4693.0,4154.0,311
571,2009-04-01,Ohio,18925.0,13879.0,1221
572,2009-03-01,Florida,33030.0,19076.0,1665
573,2009-03-01,Iowa,62.0,4418.0,22
574,2009-03-01,Nevada,5254.0,4424.0,311
575,2009-03-01,Ohio,22991.0,15972.0,1474
576,2009-02-01,Florida,31718.0,18854.0,1417
577,2009-02-01,Iowa,39.0,3526.0,15
578,2009-02-01,Nevada,4777.0,3495.0,323
579,2009-02-01,Ohio,21117.0,14200.0,1540
580,2009-01-01,Florida,29351.0,18574.0,1384
581,2009-01-01,Iowa,35.0,3305.0,33
582,2009-01-01,Nevada,4663.0,3623.0,294
583,2009-01-01,Ohio,17698.0,12963.0,1254
584,2008-12-01,Florida,33392.0,29358.0,1451
585,2008-12-01,Iowa,51.0,6248.0,26
586,2008-12-01,Nevada,5944.0,5638.0,382
587,2008-12-01,Ohio,20128.0,22613.0,1121
588,2008-11-01,Florida,33870.0,28509.0,1802
589,2008-11-01,Iowa,41.0,6829.0,27
590,2008-11-01,Nevada,6018.0,5938.0,453
591,2008-11-01,Ohio,21284.0,28183.0,1626
592,2008-10-01,Florida,23978.0,17396.0,1139
593,2008-10-01,Iowa,23.0,4906.0,7
594,2008-10-01,Nevada,4082.0,3554.0,266
595,2008-10-01,Ohio,13552.0,15219.0,775
596,2008-09-01,Florida,19209.0,12593.0,771
597,2008-09-01,Iowa,17.0,3724.0,0
598,2008-09-01,Nevada,2809.0,2672.0,201
599,2008-09-01,Ohio,10193.0,11287.0,472
600,2008-08-01,Florida,19929.0,12190.0,760
601,2008-08-01,Iowa,23.0,2610.0,1
602,2008-08-01,Nevada,3489.0,2775.0,261
603,2008-08-01,Ohio,10455.0,10345.0,445
604,2008-07-01,Florida,21831.0,10780.0,744
605,2008-07-01,Iowa,32.0,1703.0,4
606,2008-07-01,Nevada,3233.0,2102.0,174
607,2008-07-01,Ohio,10124.0,8893.0,418
608,2008-06-01,Florida,21317.0,10823.0,729
609,2008-06-01,Iowa,17.0,1663.0,1
610,2008-06-01,Nevada,2517.0,1801.0,129
611,2008-06-01,Ohio,9483.0,8069.0,403
612,2008-05-01,Florida,22085.0,11565.0,777
613,2008-05-01,Iowa,30.0,1841.0,0
614,2008-05-01,Nevada,2818.0,2004.0,159
615,2008-05-01,Ohio,11634.0,9167.0,459
616,2008-04-01,Florida,22873.0,11925.0,803
617,2008-04-01,Iowa,26.0,2931.0,5
618,2008-04-01,Nevada,2738.0,2119.0,120
619,2008-04-01,Ohio,12773.0,10745.0,519
620,2008-03-01,Florida,23888.0,13781.0,771
621,2008-03-01,Iowa,38.0,4141.0,4
622,2008-03-01,Nevada,3519.0,2651.0,153
623,2008-03-01,Ohio,15096.0,12216.0,684
624,2008-02-01,Florida,23891.0,14570.0,843
625,2008-02-01,Iowa,30.0,3184.0,3
626,2008-02-01,Nevada,3209.0,2344.0,186
627,2008-02-01,Ohio,14693.0,11940.0,577
628,2008-01-01,Florida,21902.0,14496.0,791
629,2008-01-01,Iowa,27.0,2986.0,4
630,2008-01-01,Nevada,2390.0,1930.0,132
631,2008-01-01,Ohio,12322.0,13587.0,649
632,2007-12-01,Florida,23703.0,24625.0,917
633,2007-12-01,Iowa,23.0,6371.0,3
634,2007-12-01,Nevada,3255.0,3832.0,166
635,2007-12-01,Ohio,13589.0,22970.0,625
636,2007-11-01,Florida,18959.0,18123.0,753
637,2007-11-01,Iowa,33.0,6855.0,6
638,2007-11-01,Nevada,2179.0,2663.0,117
639,2007-11-01,Ohio,10308.0,23350.0,618
640,2007-10-01,Florida,18709.0,15066.0,725
641,2007-10-01,Iowa,14.0,5261.0,3
642,2007-10-01,Nevada,2209.0,2015.0,120
643,2007-10-01,Ohio,9598.0,16284.0,509
644,2007-09-01,Florida,17555.0,13315.0,654
645,2007-09-01,Iowa,14.0,3685.0,2
646,2007-09-01,Nevada,2097.0,2165.0,109
647,2007-09-01,Ohio,8506.0,14391.0,441
648,2007-08-01,Florida,19278.0,12899.0,757
649,2007-08-01,Iowa,19.0,2822.0,1
650,2007-08-01,Nevada,2571.0,2157.0,127
651,2007-08-01,Ohio,8688.0,11876.0,387
652,2007-07-01,Florida,17668.0,10513.0,638
653,2007-07-01,Iowa,8.0,1634.0,5
654,2007-07-01,Nevada,2110.0,1544.0,92
655,2007-07-01,Ohio,8292.0,11280.0,373
656,2007-06-01,Florida,19377.0,11646.0,701
657,2007-06-01,Iowa,10.0,1647.0,1
658,2007-06-01,Nevada,2434.0,1863.0,117
659,2007-06-01,Ohio,8661.0,11526.0,385
660,2007-05-01,Florida,19701.0,11298.0,712
661,2007-05-01,Iowa,18.0,1563.0,3
662,2007-05-01,Nevada,2467.0,1779.0,125
663,2007-05-01,Ohio,9327.0,11055.0,428
664,2007-04-01,Florida,19755.0,10901.0,669
665,2007-04-01,Iowa,22.0,2594.0,3
666,2007-04-01,Nevada,2358.0,1955.0,127
667,2007-04-01,Ohio,11287.0,12819.0,517
668,2007-03-01,Florida,21650.0,13835.0,839
669,2007-03-01,Iowa,32.0,3991.0,2
670,2007-03-01,Nevada,3001.0,2316.0,145
671,2007-03-01,Ohio,13428.0,15898.0,645
672,2007-02-01,Florida,20935.0,13846.0,677
673,2007-02-01,Iowa,25.0,3221.0,3
674,2007-02-01,Nevada,2556.0,2066.0,139
675,2007-02-01,Ohio,11980.0,12876.0,571
676,2007-01-01,Florida,19482.0,13887.0,697
677,2007-01-01,Iowa,13.0,3088.0,3
678,2007-01-01,Nevada,2395.0,2057.0,126
679,2007-01-01,Ohio,11141.0,13703.0,634
680,2006-12-01,Florida,21311.0,27946.0,778
681,2006-12-01,Iowa,34.0,7691.0,2
682,2006-12-01,Nevada,2916.0,4044.0,175
683,2006-12-01,Ohio,13640.0,25108.0,551
684,2006-11-01,Florida,18006.0,20716.0,709
685,2006-11-01,Iowa,20.0,7141.0,5
686,2006-11-01,Nevada,2128.0,2736.0,111
687,2006-11-01,Ohio,9911.0,24610.0,481
688,2006-10-01,Florida,17970.0,15942.0,739
689,2006-10-01,Iowa,24.0,5694.0,3
690,2006-10-01,Nevada,2294.0,2382.0,131
691,2006-10-01,Ohio,9485.0,15865.0,460
692,2006-09-01,Florida,16596.0,13698.0,674
693,2006-09-01,Iowa,11.0,4437.0,3
694,2006-09-01,Nevada,2059.0,2339.0,119
695,2006-09-01,Ohio,8680.0,15186.0,482
696,2006-08-01,Florida,17575.0,12997.0,674
697,2006-08-01,Iowa,13.0,2599.0,2
698,2006-08-01,Nevada,2707.0,2393.0,180
699,2006-08-01,Ohio,8101.0,12024.0,408
700,2006-07-01,Florida,16011.0,10415.0,582
701,2006-07-01,Iowa,16.0,1733.0,0
702,2006-07-01,Nevada,2147.0,1853.0,152
703,2006-07-01,Ohio,7293.0,9630.0,338
704,2006-06-01,Florida,16766.0,10790.0,602
705,2006-06-01,Iowa,13.0,1775.0,1
706,2006-06-01,Nevada,2023.0,1867.0,134
707,2006-06-01,Ohio,7862.0,10911.0,371
708,2006-05-01,Florida,16822.0,10891.0,595
709,2006-05-01,Iowa,19.0,1769.0,0
710,2006-05-01,Nevada,2092.0,1948.0,109
711,2006-05-01,Ohio,8846.0,10854.0,453
712,2006-04-01,Florida,16904.0,11827.0,630
713,2006-04-01,Iowa,15.0,2899.0,0
714,2006-04-01,Nevada,2292.0,2311.0,137
715,2006-04-01,Ohio,9660.0,12692.0,550
716,2006-03-01,Florida,19099.0,14774.0,661
717,2006-03-01,Iowa,34.0,4204.0,2
718,2006-03-01,Nevada,3051.0,2794.0,192
719,2006-03-01,Ohio,12873.0,16625.0,655
720,2006-02-01,Florida,18880.0,14471.0,645
721,2006-02-01,Iowa,25.0,3403.0,3
722,2006-02-01,Nevada,2513.0,2501.0,155
723,2006-02-01,Ohio,12791.0,14834.0,745
724,2006-01-01,Florida,17881.0,15011.0,603
725,2006-01-01,Iowa,34.0,3297.0,2
726,2006-01-01,Nevada,2431.0,2350.0,159
727,2006-01-01,Ohio,10510.0,12767.0,679
728,2005-12-01,Florida,20028.0,30257.0,787
729,2005-12-01,Iowa,39.0,8110.0,5
730,2005-12-01,Nevada,3607.0,4860.0,293
731,2005-12-01,Ohio,11928.0,24515.0,769
732,2005-11-01,Florida,16542.0,19727.0,621
733,2005-11-01,Iowa,26.0,7684.0,5
734,2005-11-01,Nevada,2760.0,3105.0,222
735,2005-11-01,Ohio,9287.0,23316.0,794
736,2005-10-01,Florida,16712.0,15828.0,622
737,2005-10-01,Iowa,24.0,5758.0,0
738,2005-10-01,Nevada,2512.0,2747.0,129
739,2005-10-01,Ohio,9033.0,15455.0,712
740,2005-09-01,Florida,15752.0,14118.0,689
741,2005-09-01,Iowa,29.0,3747.0,1
742,2005-09-01,Nevada,2005.0,2366.0,107
743,2005-09-01,Ohio,8467.0,12915.0,614
744,2005-08-01,Florida,14600.0,12282.0,565
745,2005-08-01,Iowa,21.0,2554.0,3
746,2005-08-01,Nevada,2294.0,2235.0,128
747,2005-08-01,Ohio,8229.0,12215.0,576
748,2005-07-01,Florida,13059.0,9570.0,491
749,2005-07-01,Iowa,18.0,1715.0,3
750,2005-07-01,Nevada,1822.0,1671.0,120
751,2005-07-01,Ohio,7803.0,9532.0,453
752,2005-06-01,Florida,14013.0,9917.0,498
753,2005-06-01,Iowa,16.0,1694.0,3
754,2005-06-01,Nevada,1788.0,1742.0,105
755,2005-06-01,Ohio,7844.0,9678.0,465
756,2005-05-01,Florida,13750.0,9408.0,484
757,2005-05-01,Iowa,20.0,1761.0,2
758,2005-05-01,Nevada,1905.0,1757.0,85
759,2005-05-01,Ohio,8720.0,10095.0,525
760,2005-04-01,Florida,15256.0,11033.0,549
761,2005-04-01,Iowa,20.0,2701.0,2
762,2005-04-01,Nevada,2046.0,1973.0,119
763,2005-04-01,Ohio,10592.0,12945.0,521
764,2005-03-01,Florida,14452.0,12328.0,560
765,2005-03-01,Iowa,31.0,3917.0,3
766,2005-03-01,Nevada,2549.0,2264.0,132
767,2005-03-01,Ohio,12805.0,14385.0,652
768,2005-02-01,Florida,14612.0,12797.0,565
769,2005-02-01,Iowa,20.0,3303.0,4
770,2005-02-01,Nevada,2179.0,2181.0,140
771,2005-02-01,Ohio,12848.0,13380.0,675
772,2005-01-01,Florida,14017.0,13163.0,555
773,2005-01-01,Iowa,32.0,2898.0,2
774,2005-01-01,Nevada,1915.0,1920.0,118
775,2005-01-01,Ohio,9768.0,11744.0,598
776,2004-12-01,Florida,15844.0,27777.0,643
777,2004-12-01,Iowa,28.0,7734.0,5
778,2004-12-01,Nevada,2152.0,3756.0,182
779,2004-12-01,Ohio,11660.0,24059.0,516
780,2004-11-01,Florida,12819.0,19106.0,574
781,2004-11-01,Iowa,23.0,6952.0,2
782,2004-11-01,Nevada,1760.0,2464.0,114
783,2004-11-01,Ohio,9488.0,24628.0,534
784,2004-10-01,Florida,12988.0,16394.0,586
785,2004-10-01,Iowa,24.0,6047.0,8
786,2004-10-01,Nevada,2002.0,2510.0,139
787,2004-10-01,Ohio,9123.0,17340.0,566
788,2004-09-01,Florida,9470.0,10334.0,407
789,2004-09-01,Iowa,30.0,3944.0,3
790,2004-09-01,Nevada,1758.0,2441.0,131
791,2004-09-01,Ohio,8416.0,13581.0,492
792,2004-08-01,Florida,10959.0,10461.0,531
793,2004-08-01,Iowa,18.0,2875.0,6
794,2004-08-01,Nevada,1856.0,2049.0,113
795,2004-08-01,Ohio,8273.0,13025.0,421
796,2004-07-01,Florida,10740.0,9001.0,441
797,2004-07-01,Iowa,26.0,1767.0,4
798,2004-07-01,Nevada,1908.0,1931.0,135
799,2004-07-01,Ohio,8171.0,9880.0,332
800,2004-06-01,Florida,11108.0,8873.0,464
801,2004-06-01,Iowa,19.0,1781.0,1
802,2004-06-01,Nevada,1798.0,1710.0,104
803,2004-06-01,Ohio,8839.0,9361.0,405
804,2004-05-01,Florida,10806.0,8582.0,424
805,2004-05-01,Iowa,18.0,1706.0,1
806,2004-05-01,Nevada,1840.0,1956.0,100
807,2004-05-01,Ohio,9791.0,9052.0,389
808,2004-04-01,Florida,11542.0,9375.0,466
809,2004-04-01,Iowa,26.0,2586.0,1
810,2004-04-01,Nevada,2030.0,2092.0,121
811,2004-04-01,Ohio,13048.0,12000.0,548
812,2004-03-01,Florida,13066.0,11065.0,524
813,2004-03-01,Iowa,34.0,3595.0,4
814,2004-03-01,Nevada,2360.0,2309.0,148
815,2004-03-01,Ohio,14932.0,14278.0,666
816,2004-02-01,Florida,13072.0,11921.0,506
817,2004-02-01,Iowa,33.0,3149.0,7
818,2004-02-01,Nevada,2218.0,2141.0,110
819,2004-02-01,Ohio,14570.0,13324.0,617
820,2004-01-01,Florida,12341.0,12444.0,500
821,2004-01-01,Iowa,27.0,2872.0,4
822,2004-01-01,Nevada,2080.0,2053.0,104
823,2004-01-01,Ohio,10852.0,12738.0,754
824,2003-12-01,Florida,13243.0,23434.0,583
825,2003-12-01,Iowa,34.0,7760.0,3
826,2003-12-01,Nevada,2187.0,3465.0,125
827,2003-12-01,Ohio,9941.0,25472.0,557
828,2003-11-01,Florida,10373.0,15492.0,461
829,2003-11-01,Iowa,16.0,6792.0,3
830,2003-11-01,Nevada,1756.0,2333.0,87
831,2003-11-01,Ohio,7821.0,24729.0,588
832,2003-10-01,Florida,11125.0,13806.0,490
833,2003-10-01,Iowa,22.0,5711.0,0
834,2003-10-01,Nevada,1920.0,2298.0,112
835,2003-10-01,Ohio,7714.0,16537.0,569
836,2003-09-01,Florida,10963.0,11116.0,488
837,2003-09-01,Iowa,17.0,3882.0,2
838,2003-09-01,Nevada,1632.0,2012.0,112
839,2003-09-01,Ohio,7135.0,14317.0,622
840,2003-08-01,Florida,11341.0,11389.0,468
841,2003-08-01,Iowa,20.0,2588.0,4
842,2003-08-01,Nevada,1985.0,2275.0,109
843,2003-08-01,Ohio,6661.0,13645.0,418
844,2003-07-01,Florida,9731.0,8767.0,415
845,2003-07-01,Iowa,25.0,1545.0,0
846,2003-07-01,Nevada,1776.0,1638.0,91
847,2003-07-01,Ohio,5956.0,9045.0,350
848,2003-06-01,Florida,10197.0,8621.0,400
849,2003-06-01,Iowa,15.0,1483.0,3
850,2003-06-01,Nevada,1537.0,1502.0,112
851,2003-06-01,Ohio,6162.0,9629.0,464
852,2003-05-01,Florida,10463.0,8740.0,415
853,2003-05-01,Iowa,8.0,1588.0,3
854,2003-05-01,Nevada,1865.0,1708.0,120
855,2003-05-01,Ohio,7040.0,10300.0,467
856,2003-04-01,Florida,10801.0,9036.0,386
857,2003-04-01,Iowa,17.0,2338.0,3
858,2003-04-01,Nevada,1753.0,1967.0,115
859,2003-04-01,Ohio,7873.0,12557.0,443
860,2003-03-01,Florida,12440.0,11484.0,485
861,2003-03-01,Iowa,23.0,3273.0,3
862,2003-03-01,Nevada,2559.0,2331.0,135
863,2003-03-01,Ohio,10145.0,15951.0,830
864,2003-02-01,Florida,12215.0,11447.0,555
865,2003-02-01,Iowa,36.0,2684.0,4
866,2003-02-01,Nevada,1916.0,1984.0,122
867,2003-02-01,Ohio,9533.0,14137.0,785
868,2003-01-01,Florida,11191.0,11414.0,482
869,2003-01-01,Iowa,18.0,2417.0,6
870,2003-01-01,Nevada,1806.0,1868.0,115
871,2003-01-01,Ohio,7269.0,11867.0,713
872,2002-12-01,Florida,11754.0,22425.0,451
873,2002-12-01,Iowa,29.0,6586.0,2
874,2002-12-01,Nevada,1918.0,3187.0,100
875,2002-12-01,Ohio,9380.0,25337.0,571
876,2002-11-01,Florida,10420.0,16300.0,458
877,2002-11-01,Iowa,32.0,6103.0,1
878,2002-11-01,Nevada,1644.0,2227.0,104
879,2002-11-01,Ohio,7939.0,25864.0,550
880,2002-10-01,Florida,11108.0,13511.0,460
881,2002-10-01,Iowa,14.0,5187.0,3
882,2002-10-01,Nevada,1894.0,2312.0,103
883,2002-10-01,Ohio,7660.0,19222.0,590
884,2002-09-01,Florida,10087.0,11020.0,418
885,2002-09-01,Iowa,18.0,3558.0,8
886,2002-09-01,Nevada,1659.0,2029.0,93
887,2002-09-01,Ohio,7064.0,16062.0,570
888,2002-08-01,Florida,11087.0,10848.0,444
889,2002-08-01,Iowa,12.0,2351.0,4
890,2002-08-01,Nevada,1913.0,1932.0,126
891,2002-08-01,Ohio,6508.0,16232.0,437
892,2002-07-01,Florida,9898.0,8128.0,376
893,2002-07-01,Iowa,43.0,1426.0,2
894,2002-07-01,Nevada,1652.0,1570.0,105
895,2002-07-01,Ohio,5361.0,10352.0,336
896,2002-06-01,Florida,10500.0,8361.0,416
897,2002-06-01,Iowa,22.0,1291.0,3
898,2002-06-01,Nevada,1515.0,1472.0,97
899,2002-06-01,Ohio,5793.0,8325.0,479
900,2002-05-01,Florida,10309.0,7780.0,377
901,2002-05-01,Iowa,13.0,1369.0,0
902,2002-05-01,Nevada,1861.0,1651.0,114
903,2002-05-01,Ohio,6850.0,8397.0,494
904,2002-04-01,Florida,10388.0,7910.0,401
905,2002-04-01,Iowa,40.0,2354.0,3
906,2002-04-01,Nevada,1757.0,1728.0,113
907,2002-04-01,Ohio,8344.0,11275.0,661
908,2002-03-01,Florida,11307.0,9916.0,435
909,2002-03-01,Iowa,19.0,3055.0,2
910,2002-03-01,Nevada,2284.0,2220.0,125
911,2002-03-01,Ohio,9328.0,13407.0,791
912,2002-02-01,Florida,11955.0,10681.0,502
913,2002-02-01,Iowa,17.0,2591.0,4
914,2002-02-01,Nevada,1901.0,1827.0,107
915,2002-02-01,Ohio,9070.0,12255.0,722
916,2002-01-01,Florida,10907.0,10289.0,429
917,2002-01-01,Iowa,24.0,2367.0,3
918,2002-01-01,Nevada,1958.0,1742.0,114
919,2002-01-01,Ohio,8196.0,11245.0,603
920,2001-12-01,Florida,12438.0,21872.0,490
921,2001-12-01,Iowa,42.0,6400.0,5
922,2001-12-01,Nevada,2471.0,3432.0,127
923,2001-12-01,Ohio,10429.0,25434.0,527
924,2001-11-01,Florida,12467.0,16929.0,484
925,2001-11-01,Iowa,34.0,6560.0,6
926,2001-11-01,Nevada,1876.0,2283.0,96
927,2001-11-01,Ohio,9547.0,27085.0,622
928,2001-10-01,Florida,18244.0,18160.0,834
929,2001-10-01,Iowa,51.0,5559.0,3
930,2001-10-01,Nevada,2502.0,2592.0,141
931,2001-10-01,Ohio,11875.0,20973.0,655
932,2001-09-01,Florida,13916.0,14350.0,667
933,2001-09-01,Iowa,38.0,4548.0,2
934,2001-09-01,Nevada,2406.0,2745.0,139
935,2001-09-01,Ohio,10647.0,18571.0,630
936,2001-08-01,Florida,10482.0,10390.0,439
937,2001-08-01,Iowa,24.0,2567.0,3
938,2001-08-01,Nevada,1813.0,2010.0,93
939,2001-08-01,Ohio,6825.0,13486.0,414
940,2001-07-01,Florida,9609.0,7813.0,403
941,2001-07-01,Iowa,29.0,1550.0,2
942,2001-07-01,Nevada,1762.0,1629.0,99
943,2001-07-01,Ohio,5506.0,8132.0,296
944,2001-06-01,Florida,10116.0,7662.0,367
945,2001-06-01,Iowa,22.0,1603.0,1
946,2001-06-01,Nevada,1719.0,1736.0,100
947,2001-06-01,Ohio,6155.0,8787.0,370
948,2001-05-01,Florida,9864.0,7324.0,338
949,2001-05-01,Iowa,35.0,1468.0,3
950,2001-05-01,Nevada,1814.0,1598.0,104
951,2001-05-01,Ohio,6322.0,8331.0,422
952,2001-04-01,Florida,10081.0,7707.0,335
953,2001-04-01,Iowa,28.0,2306.0,2
954,2001-04-01,Nevada,1742.0,1552.0,98
955,2001-04-01,Ohio,7319.0,10962.0,431
956,2001-03-01,Florida,11532.0,10239.0,420
957,2001-03-01,Iowa,40.0,3204.0,1
958,2001-03-01,Nevada,2135.0,2060.0,129
959,2001-03-01,Ohio,10033.0,14088.0,547
960,2001-02-01,Florida,11178.0,9795.0,423
961,2001-02-01,Iowa,23.0,2719.0,3
962,2001-02-01,Nevada,1923.0,1816.0,129
963,2001-02-01,Ohio,9438.0,12781.0,491
964,2001-01-01,Florida,11227.0,10396.0,395
965,2001-01-01,Iowa,45.0,2523.0,3
966,2001-01-01,Nevada,1872.0,1723.0,79
967,2001-01-01,Ohio,8170.0,11130.0,519
968,2000-12-01,Florida,11695.0,21628.0,447
969,2000-12-01,Iowa,20.0,5984.0,0
970,2000-12-01,Nevada,2265.0,3483.0,130
971,2000-12-01,Ohio,9536.0,22917.0,528
972,2000-11-01,Florida,9857.0,15023.0,424
973,2000-11-01,Iowa,45.0,7001.0,4
974,2000-11-01,Nevada,1720.0,2024.0,101
975,2000-11-01,Ohio,8048.0,26300.0,542
976,2000-10-01,Florida,9923.0,12411.0,383
977,2000-10-01,Iowa,36.0,6225.0,3
978,2000-10-01,Nevada,1711.0,2186.0,94
979,2000-10-01,Ohio,7568.0,17066.0,401
980,2000-09-01,Florida,9485.0,10130.0,373
981,2000-09-01,Iowa,44.0,4671.0,1
982,2000-09-01,Nevada,1877.0,2326.0,100
983,2000-09-01,Ohio,7361.0,16241.0,513
984,2000-08-01,Florida,10226.0,8969.0,380
985,2000-08-01,Iowa,40.0,2850.0,2
986,2000-08-01,Nevada,1756.0,1877.0,105
987,2000-08-01,Ohio,7206.0,13268.0,413
988,2000-07-01,Florida,9286.0,7175.0,357
989,2000-07-01,Iowa,25.0,1688.0,1
990,2000-07-01,Nevada,1842.0,1648.0,95
991,2000-07-01,Ohio,5923.0,8588.0,367
992,2000-06-01,Florida,10041.0,7298.0,345
993,2000-06-01,Iowa,29.0,1633.0,4
994,2000-06-01,Nevada,1796.0,1702.0,113
995,2000-06-01,Ohio,6704.0,8657.0,369
996,2000-05-01,Florida,9593.0,6685.0,332
997,2000-05-01,Iowa,29.0,1511.0,4
998,2000-05-01,Nevada,2006.0,1676.0,117
999,2000-05-01,Ohio,6753.0,8260.0,363
1000,2000-04-01,Florida,10156.0,7068.0,330
1001,2000-04-01,Iowa,34.0,2250.0,1
1002,2000-04-01,Nevada,2040.0,1817.0,106
1003,2000-04-01,Ohio,9283.0,11404.0,483
1004,2000-03-01,Florida,11262.0,8575.0,387
1005,2000-03-01,Iowa,50.0,2844.0,5
1006,2000-03-01,Nevada,2287.0,1991.0,146
1007,2000-03-01,Ohio,11022.0,13025.0,649
1008,2000-02-01,Florida,11071.0,9088.0,431
1009,2000-02-01,Iowa,46.0,2776.0,7
1010,2000-02-01,Nevada,2297.0,1988.0,147
1011,2000-02-01,Ohio,10979.0,12697.0,528
1012,2000-01-01,Florida,9967.0,8871.0,340
1013,2000-01-01,Iowa,42.0,2563.0,2
1014,2000-01-01,Nevada,2220.0,1887.0,131
1015,2000-01-01,Ohio,8932.0,10795.0,473
1016,1999-12-01,Florida,14736.0,24200.0,598
1017,1999-12-01,Iowa,50.0,7721.0,3
1018,1999-12-01,Nevada,3593.0,4569.0,203
1019,1999-12-01,Ohio,14076.0,26744.0,676
1020,1999-11-01,Florida,10440.0,15319.0,399
1021,1999-11-01,Iowa,41.0,7507.0,4
1022,1999-11-01,Nevada,2542.0,2672.0,136
1023,1999-11-01,Ohio,10639.0,27755.0,546
1024,1999-10-01,Florida,10448.0,12058.0,390
1025,1999-10-01,Iowa,48.0,6840.0,2
1026,1999-10-01,Nevada,2362.0,2541.0,141
1027,1999-10-01,Ohio,10443.0,18780.0,547
1028,1999-09-01,Florida,9292.0,9495.0,350
1029,1999-09-01,Iowa,59.0,4845.0,3
1030,1999-09-01,Nevada,2385.0,2793.0,150
1031,1999-09-01,Ohio,8442.0,16519.0,457
1032,1999-08-01,Florida,9946.0,8591.0,368
1033,1999-08-01,Iowa,49.0,2902.0,3
1034,1999-08-01,Nevada,2437.0,2216.0,186
1035,1999-08-01,Ohio,8667.0,13157.0,438
1036,1999-07-01,Florida,10279.0,7868.0,353
1037,1999-07-01,Iowa,52.0,1854.0,2
1038,1999-07-01,Nevada,2489.0,1901.0,131
1039,1999-07-01,Ohio,7832.0,9201.0,365
1040,1999-06-01,Florida,10450.0,7647.0,370
1041,1999-06-01,Iowa,53.0,1636.0,3
1042,1999-06-01,Nevada,2402.0,1963.0,155
1043,1999-06-01,Ohio,7642.0,8516.0,356
1044,1999-05-01,Florida,10183.0,7355.0,400
1045,1999-05-01,Iowa,63.0,1594.0,2
1046,1999-05-01,Nevada,2491.0,2021.0,155
1047,1999-05-01,Ohio,9014.0,8621.0,384
1048,1999-04-01,Florida,10294.0,7510.0,370
1049,1999-04-01,Iowa,70.0,2258.0,4
1050,1999-04-01,Nevada,2623.0,2008.0,154
1051,1999-04-01,Ohio,10629.0,11498.0,459
1052,1999-03-01,Florida,12149.0,9442.0,397
1053,1999-03-01,Iowa,55.0,2984.0,3
1054,1999-03-01,Nevada,2850.0,2310.0,203
1055,1999-03-01,Ohio,12176.0,12276.0,487
1056,1999-02-01,Florida,11269.0,9182.0,506
1057,1999-02-01,Iowa,60.0,2692.0,7
1058,1999-02-01,Nevada,2617.0,2067.0,185
1059,1999-02-01,Ohio,11757.0,11321.0,446
1060,1999-01-01,Florida,9287.0,8559.0,324
1061,1999-01-01,Iowa,49.0,2538.0,5
1062,1999-01-01,Nevada,2596.0,1985.0,143
1063,1999-01-01,Ohio,7737.0,8708.0,286
1064,1998-12-01,Florida,11188.0,18840.0,337
1065,1998-12-01,Iowa,64.0,6572.0,7
1066,1998-12-01,Nevada,2851.0,3286.0,143
1067,1998-12-01,Ohio,10621.0,20486.0,422
1068,1998-11-01,Florida,319.0,443.0,10
1069,1998-11-01,Iowa,2.0,166.0,0
1070,1998-11-01,Nevada,75.0,76.0,8
1071,1998-11-01,Ohio,502.0,434.0,16
